OBJECTID,Borough,Type,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,Borough Name,Neighborhood Tabulation Area Code (NTACODE),Neighborhood Tabulation Area (NTA),Council Distrcit,Postcode,BoroCD,Census Tract,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
12793,1,Free,40.822212,-73.950118,998055.9665,238835.1185,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-005215,7/20/2017,1,Manhattan,MN04,Hamilton Heights,7,10031,109,225,225,1061767,1020727500,3720,"(40.8222119996, -73.9501179997)"
11417,1,Free,40.761728,-73.983849,988724.2161,216795.1908,Subway Station,SN 316,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN17,Midtown-Midtown South,4,10019,105,131,131,0,0,1529,"(40.7617279996, -73.9838489999)"
12662,1,Free,40.75866608,-73.98890049,987324.9732,215679.4155,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000527,4/11/2016,1,Manhattan,MN15,Clinton,3,10036,104,121,121,1024991,1010350030,3239,"(40.7586660798, -73.9889004894)"
11191,4,Free,40.72249917,-73.85077696,1025612.704,202537.6986,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-013607,3/9/2017,4,Queens,QN17,Forest Hills,29,11375,406,711,711,4433878,4032360040,4316,"(40.7224991699, -73.8507769605)"
11770,4,Free,40.74887831,-73.87146338,1019864.597,212139.3487,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011116,9/8/2017,4,Queens,QN29,Elmhurst,21,11373,404,465,465,4311592,4015890100,4006,"(40.7488783104, -73.87146338)"
11034,1,Free,40.72943593,-73.98382369,988733.4001,205030.1582,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012853,5/31/2017,1,Manhattan,MN22,East Village,2,10009,103,34,34,1077654,1004390000,4231,"(40.7294359297, -73.9838236901)"
12283,3,Free,40.673692,-73.96286903,994549.7688,184722.751,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-001076,3/8/2018,3,Brooklyn,BK64,Prospect Heights,35,11238,308,215,215,3029426,3011740000,3466,"(40.6736920002, -73.9628690295)"
10764,2,Limited Free,40.87364,-73.840586,1028337.292,257608.4724,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX03,Eastchester-Edenwald-Baychester,12,10469,212,358,358,0,0,1315,"(40.8736400002, -73.8405860006)"
12288,3,Free,40.651341,-73.940166,1000852.929,176583.1416,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-001091,7/24/2018,3,Brooklyn,BK91,East Flatbush-Farragut,41,11203,317,814,814,3108908,3048760030,3471,"(40.6513409997, -73.9401659996)"
11957,4,Free,40.7353874,-73.87625423,1018544.105,207222.2743,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-018141,4/10/2017,4,Queens,QN29,Elmhurst,25,11373,404,475,475,4064700,4028530010,4505,"(40.7353873998, -73.8762542303)"
12389,3,Free,40.674542,-73.896548,1012946.203,185047.1923,Subway Station,SN 185,Brooklyn,TransitWirelessWiFi,,9/9/9999,3,Brooklyn,BK82,East New York,37,11207,305,1198,1198,0,0,1719,"(40.6745419999, -73.8965479999)"
10066,3,Free,40.64080355,-73.96596508,993695.6107,172740.2238,Library,,Brooklyn,BPLUNWIRED,,9/9/9999,3,Brooklyn,BK42,Flatbush,40,11226,314,1522,1522,3118362,3051440080,490,"(40.6408035472, -73.9659650781)"
10774,1,Free,40.817894,-73.947649,998740.2578,237262.3142,Subway Station,SN 152,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN06,Manhattanville,9,10031,109,21703,21703,0,0,1595,"(40.8178940001, -73.9476490003)"
11932,3,Free,40.64788737,-73.95805063,995890.8478,175322.0064,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-018088,9/15/2017,3,Brooklyn,BK95,Erasmus,40,11226,314,794,794,3117362,3051090000,4480,"(40.6478873703, -73.9580506303)"
11564,4,Limited Free,40.596479,-73.744988,1055069.636,156692.8747,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN15,Far Rockaway-Bayswater,31,11691,414,101001,101001,0,0,1118,"(40.5964789998, -73.7449879997)"
12477,1,Free,40.82076419,-73.95480753,996758.3057,238306.9247,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001680,7/7/2016,1,Manhattan,MN06,Manhattanville,7,10031,109,223,223,1059959,1020020030,3562,"(40.8207641899, -73.9548075299)"
9658,2,Free,40.80890966,-73.92220947,1005784.583,233994.2299,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-010208,7/16/2018,2,Bronx,BX39,Mott Haven-Port Morris,8,10454,201,39,39,2092092,2022830000,4857,"(40.8089096601, -73.92220947)"
12783,1,Free,40.809965,-73.958889,995630.489,234371.8364,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-004816,9/28/2016,1,Manhattan,MN09,Morningside Heights,7,10027,109,203,203,1059647,1019750030,3710,"(40.8099650001, -73.9588889999)"
10783,1,Free,40.710688,-74.011029,981192.3601,198199.4905,Subway Station,SN 21,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10048,101,13,13,0,0,1604,"(40.7106880002, -74.0110289997)"
12010,2,Free,40.819568,-73.913388,1008222.771,237879.7343,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-011877,12/22/2016,2,Bronx,BX34,Melrose South-Mott Haven North,17,10455,201,71,71,2117395,2023630020,4097,"(40.8195679996, -73.9133879999)"
10828,3,Free,40.714565,-73.944053,999759.6402,199616.7596,Subway Station,SN 122,Brooklyn,TransitWirelessWiFi,,9/9/9999,3,Brooklyn,BK90,East Williamsburg,34,11211,301,497,497,0,0,1652,"(40.7145650003, -73.9440530001)"
9794,2,Free,40.82364629,-73.91402994,1008043.634,239365.4275,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-011397,7/11/2018,2,Bronx,BX35,Morrisania-Melrose,17,10451,203,141,141,2001490,2023820000,4911,"(40.8236462899, -73.9140299405)"
9892,3,Free,40.690883,-73.989635,987124.4089,190983.9166,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,9,9,3002642,3002697501,297,"(40.6908829998, -73.9896349995)"
11278,1,Free,40.74642561,-73.98581619,988180.1598,211219.9398,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010684,6/5/2017,1,Manhattan,MN17,Midtown-Midtown South,4,10016,105,74,74,1016951,1008600000,3908,"(40.7464256102, -73.98581619)"
11109,2,Free,40.83513298,-73.91979703,1006443.665,243548.9349,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-018391,7/20/2017,2,Bronx,BX63,West Concourse,16,10452,204,197,197,2117447,2024790020,4552,"(40.8351329804, -73.9197970301)"
11219,1,Free,40.75815454,-73.96279335,994557.691,215495.0392,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013763,5/9/2018,1,Manhattan,MN19,Turtle Bay-East Midtown,5,10022,106,106,106,1040466,1013680000,4344,"(40.7581545403, -73.9627933503)"
11589,5,Limited Free,40.644816,-74.100443,956376.0344,174216.2156,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0,9/9/9999,5,Staten Island,SI22,West New Brighton-New Brighton-St. George,49,10310,501,81,81,0,0,1143,"(40.6448160003, -74.1004430003)"
10842,1,Free,40.732338,-74.000495,984112.8126,206087.0597,Subway Station,SN 167,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN23,West Village,3,10014,102,71,71,0,0,1666,"(40.7323380004, -74.0004949999)"
11168,1,Free,40.798488,-73.941542,1000435.335,230193.0912,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013369,11/3/2017,1,Manhattan,MN34,East Harlem North,8,10029,111,182,182,1052262,1016430050,4293,"(40.7984879998, -73.9415419998)"
11995,3,Free,40.675965,-73.950008,998116.8197,185552.6437,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-011729,3/8/2017,3,Brooklyn,BK61,Crown Heights North,36,11216,308,315,315,3030663,3012190040,4082,"(40.6759649997, -73.9500080005)"
10461,3,Free,40.689319,-73.987162,987810.3016,190414.1966,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,43,43,3394335,3001700015,838,"(40.6893190003, -73.9871619999)"
11049,1,Free,40.72862184,-73.98441867,988568.5491,204733.5302,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013068,8/30/2017,1,Manhattan,MN22,East Village,2,10009,103,34,34,1005898,1004370010,4246,"(40.7286218403, -73.9844186704)"
12734,1,Free,40.72823169,-73.98781752,987626.5375,204591.2372,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-003234,9/13/2016,1,Manhattan,MN22,East Village,2,10003,103,38,38,1006310,1004490000,3661,"(40.7282316904, -73.9878175205)"
12776,1,Free,40.803579,-73.966917,993409.0292,232044.2499,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-003917,6/29/2016,1,Manhattan,MN09,Morningside Heights,7,10025,107,195,195,1056691,1018810000,3703,"(40.8035790002, -73.9669169996)"
12862,1,Free,40.779535,-73.953715,997068.6315,223285.8484,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000882,3/23/2016,1,Manhattan,MN40,Upper East Side-Carnegie Hill,5,10028,108,148,148,1047961,1015157500,3366,"(40.7795349999, -73.9537149999)"
10394,1,Free,40.74363172,-74.00591791,982610.1519,210201.7735,Outdoor,,New York,CICFreeWiFi,,9/9/9999,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,83,83,0,0,250,"(40.7436317201, -74.0059179066)"
12347,3,Free,40.69607044,-73.99126379,986672.5263,192873.8046,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-001011,3/3/2017,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,5,5,3001939,3002390020,3457,"(40.6960704402, -73.99126379)"
10455,5,Limited Free,40.591904,-74.138573,945764.0796,154953.4424,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0,9/9/9999,5,Staten Island,SI05,New Springville-Bloomfield-Travis,50,10314,502,27302,27302,0,5019550001,832,"(40.5919040003, -74.1385730002)"
9630,4,Free,40.7710546,-73.92149601,1005994.448,220202.5111,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021014,6/28/2018,4,Queens,QN71,Old Astoria,22,11102,401,69,69,4018497,4008610000,4829,"(40.7710546001, -73.92149601)"
10486,2,Limited Free,40.876099,-73.877384,1018159.247,258487.9998,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX43,Norwood,11,10467,207,423,423,0,0,864,"(40.8760990001, -73.8773840001)"
12401,3,Free,40.694568,-73.949046,998379.7178,192330.41,Subway Station,SN 288,Brooklyn,TransitWirelessWiFi,,9/9/9999,3,Brooklyn,BK75,Bedford,36,11206,303,25901,25901,0,0,1731,"(40.694568, -73.9490459996)"
12815,4,Free,40.70273351,-73.80201889,1039144.068,195363.2721,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-000794,9/23/2016,4,Queens,QN61,Jamaica,27,11433,412,240,240,4315254,4100970010,3319,"(40.7027335102, -73.8020188905)"
12224,1,Free,40.734031,-73.986488,987994.7061,206704.1608,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000238,4/4/2018,1,Manhattan,MN21,Gramercy,2,10003,106,48,48,1019523,1008970000,3107,"(40.7340309997, -73.9864879998)"
10430,1,Free,40.801112,-73.943796,999810.6546,231148.6975,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN34,East Harlem North,9,10035,111,184,184,1086215,1016230020,805,"(40.801112, -73.9437959994)"
10493,1,Free,40.706501,-74.0045013,983001.9976,196673.8797,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,9/9/9999,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10038,101,1502,1502,0,1000740040,61,"(40.7065010001, -74.0045012998)"
10698,1,Free,40.75678,-73.96698,993398.0148,214993.7843,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-007870,2/8/2018,1,Manhattan,MN19,Turtle Bay-East Midtown,4,10022,106,98,98,1039826,1013460000,3804,"(40.7567799996, -73.9669799999)"
10990,4,Limited Free,40.75797,-73.825241,1032665.153,215473.911,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN22,Flushing,20,11355,407,855,855,0,0,25,"(40.7579700002, -73.8252410001)"
10079,1,Free,40.74382263,-73.97990765,989817.56,210271.9112,Library,,New York,NYPL,,9/9/9999,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,72,72,1018325,1008860051,503,"(40.7438226298, -73.9799076544)"
10323,3,Free,40.68470155,-73.86830879,1020773.813,188759.1199,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021923,11/21/2017,3,Brooklyn,BK83,Cypress Hills-City Line,37,11208,305,184,184,3093023,3041510030,4728,"(40.6847015539, -73.8683087895)"
11495,1,Free,40.746073,-73.990732,986818.0628,211091.2901,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014075,2/4/2019,1,Manhattan,MN17,Midtown-Midtown South,3,10001,105,95,95,1015082,1008030040,4390,"(40.7460729996, -73.9907319999)"
12304,4,Free,40.73454516,-73.87470458,1018974.004,206916.0308,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-001140,12/29/2016,4,Queens,QN29,Elmhurst,25,11373,404,475,475,4064743,4028550010,3487,"(40.7345451604, -73.8747045798)"
10943,1,Free,40.814952,-73.938941,1001151.296,236191.9985,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10037,110,212,212,0,0,777,"(40.8149520001, -73.9389410004)"
10237,3,Free,40.680829,-73.975098,991156.8326,187321.7639,Subway Station,SN 339,Brooklyn,TransitWirelessWiFi,,9/9/9999,3,Brooklyn,BK37,Park Slope-Gowanus,35,11217,308,12902,12902,0,0,1772,"(40.6808290004, -73.975098)"
10852,1,Free,40.713051,-74.008811,981807.3569,199060.3332,Subway Station,SN 331,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,10007,101,21,21,0,0,1676,"(40.713051, -74.008811)"
11029,1,Free,40.78918247,-73.97007535,992536.4319,226798.7794,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012814,6/5/2018,1,Manhattan,MN12,Upper West Side,6,10024,107,177,177,1031595,1012040000,4226,"(40.7891824702, -73.9700753495)"
10515,1,Free,40.74094924,-74.00340199,983307.2716,209224.4228,Outdoor,,New York,CICFreeWiFi,,9/9/9999,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,83,83,0,0,86,"(40.7409492377, -74.0034019945)"
11775,1,Free,40.74739113,-73.98618292,988078.4871,211571.6927,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014179,2/16/2018,1,Manhattan,MN17,Midtown-Midtown South,4,10001,105,76,76,1015824,1008330050,4395,"(40.7473911282, -73.986182923)"
11692,3,Limited Free,40.573439,-73.978297,990279.2497,148196.4868,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK21,Seagate-Coney Island,47,11224,313,352,352,0,0,1249,"(40.5734390003, -73.9782970003)"
12788,1,Free,40.81559377,-73.95450726,996842.3921,236423.1978,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-005208,6/14/2017,1,Manhattan,MN06,Manhattanville,7,10027,109,213,213,1059619,1019690080,3715,"(40.8155937704, -73.9545072605)"
9920,4,Free,40.59314678,-73.78404003,1044227.475,155449.7121,Library,,Arverne,QBPL_WIRELESS,,9/9/9999,4,Queens,QN12,Hammels-Arverne-Edgemere,31,11692,414,97204,97204,4301922,4158900018,331,"(40.593146783, -73.7840400286)"
11299,4,Free,40.69252805,-73.76010879,1050774.606,191674.179,Library,,Saint Albans,QBPL_WIRELESS,,9/9/9999,4,Queens,QN08,St. Albans,27,11412,412,528,528,4238275,4110620024,440,"(40.6925280532, -73.760108788)"
9647,1,Free,40.76411658,-73.95894778,995622.0458,217667.6815,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012804,9/9/9999,1,Manhattan,MN31,Lenox Hill-Roosevelt Island,5,10065,108,118,118,1044741,1014410020,4846,"(40.7641165801, -73.9589477795)"
11500,5,Limited Free,40.577222,-74.078581,962420.8711,149583.7714,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0,9/9/9999,5,Staten Island,SI36,Old Town-Dongan Hills-South Beach,50,10305,595,11201,11201,0,5038330100,204,"(40.5772219997, -74.0785809996)"
10104,1,Free,40.7028008,-74.0094986,981616.331,195325.8968,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,9/9/9999,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10041,101,9,9,1083346,1000327501,530,"(40.7028008004, -74.0094985998)"
10613,2,Free,40.84618976,-73.89219433,1014076.889,247585.5272,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-011542,7/13/2018,2,Bronx,BX17,East Tremont,17,10457,206,373,373,2011992,2030680100,4805,"(40.8461897602, -73.8921943296)"
12453,1,Free,40.798018,-73.969557,992678.8493,230017.918,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001553,1/3/2018,1,Manhattan,MN12,Upper West Side,6,10025,107,187,187,1056504,1018730010,3538,"(40.7980180002, -73.9695569999)"
9799,1,Limited Free,40.8462,-73.941347,1000477.686,247576.3369,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,9/9/9999,1,Manhattan,MN36,Washington Heights South,10,10033,112,255,255,0,1021390404,939,"(40.8462000002, -73.9413470005)"
12046,1,Free,40.76766312,-73.98948974,987161.3367,218957.3134,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012330,11/1/2017,1,Manhattan,MN15,Clinton,3,10019,104,139,139,1026807,1010640060,4133,"(40.7676631208, -73.9894897367)"
10810,4,Free,40.702566,-73.816859,1035029.497,195293.2919,Subway Station,SN 280,Queens,TransitWirelessWiFi,,9/9/9999,4,Queens,QN60,Kew Gardens,29,11418,409,216,216,0,0,1632,"(40.7025659997, -73.8168590001)"
10560,1,Limited Free,40.742492,-73.986906,987878.4009,209786.753,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,9/9/9999,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,10010,105,56,56,0,0,1364,"(40.7424920001, -73.9869060006)"
12263,1,Free,40.7488188,-73.97602629,990892.5822,212092.4463,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000306,4/25/2016,1,Manhattan,MN20,Murray Hill-Kips Bay,4,10016,106,80,80,1019148,1008940050,3146,"(40.7488187996, -73.9760262905)"
10655,1,Free,40.77647319,-73.98242959,989116.3492,222167.4294,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000939,7/19/2016,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,153,1029632,1011410010,3413,"(40.7764731903, -73.9824295903)"
10800,2,Free,40.812118,-73.904098,1010797.06,235168.1124,Subway Station,SN 373,Bronx,TransitWirelessWiFi,,9/9/9999,2,Bronx,BX33,Longwood,8,10455,202,83,83,0,0,1622,"(40.8121180001, -73.9040979999)"
9756,1,Free,40.73290856,-74.00387699,983175.5156,206294.9559,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011377,2/13/2019,1,Manhattan,MN23,West Village,3,10014,102,73,73,1010182,1005910010,4873,"(40.7329085604, -74.0038769902)"
12919,4,Free,40.71796031,-73.83680527,1029488.552,200890.9624,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-006880,4/18/2017,4,Queens,QN17,Forest Hills,29,11375,406,769,769,4079775,4033397500,3773,"(40.7179603122, -73.8368052731)"
9944,4,Free,40.76822543,-73.73822944,1056759.569,219270.3492,Library,,Little Neck,QBPL_WIRELESS,,9/9/9999,4,Queens,QN45,Douglas Manor-Douglaston-Little Neck,19,11362,411,1479,1479,4169275,4081260087,359,"(40.768225432, -73.7382294408)"
11422,1,Free,40.760167,-73.975224,991113.7097,216227.0256,Subway Station,SN 276,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN17,Midtown-Midtown South,4,10022,105,102,102,0,0,1534,"(40.7601669999, -73.9752239999)"
10052,4,Free,40.60477211,-73.75209189,1053088.261,159708.593,Library,,Far Rockaway,QBPL_WIRELESS,,9/9/9999,4,Queens,QN15,Far Rockaway-Bayswater,31,11691,414,103202,103202,4298240,4155590025,474,"(40.604772113, -73.7520918927)"
12280,3,Free,40.656011,-74.002446,983571.3235,178278.8912,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-001048,4/13/2017,3,Brooklyn,BK32,Sunset Park West,38,11232,307,101,101,3010083,3006800050,3463,"(40.6560110001, -74.0024460002)"
12073,3,Free,40.67963858,-73.97437146,991358.474,186888.1191,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-000035,1/16/2018,3,Brooklyn,BK64,Prospect Heights,39,11217,306,161,161,3018773,3009360010,3028,"(40.6796385842, -73.9743714568)"
12336,1,Free,40.79253447,-73.97312473,991691.6537,228019.7546,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001497,9/21/2017,1,Manhattan,MN12,Upper West Side,6,10025,107,179,179,1033616,1012407500,3519,"(40.7925344702, -73.9731247295)"
10903,1,Free,40.74267426,-73.996549,985206.2835,209852.9038,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010297,5/11/2018,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,87,87,1014761,1007960070,3861,"(40.7426742601, -73.9965490004)"
11441,1,Free,40.76527687,-73.99149319,986606.4657,218087.8631,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010831,1/8/2018,1,Manhattan,MN15,Clinton,3,10019,104,135,135,1083800,1010799030,3937,"(40.76527687, -73.99149319)"
12775,1,Free,40.778381,-73.981665,989327.9669,222862.552,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-003916,2/27/2017,1,Manhattan,MN14,Lincoln Square,6,10023,107,157,157,1029904,1011430060,3702,"(40.7783809997, -73.9816649995)"
12156,1,Free,40.74365854,-73.97684323,990666.7234,210212.3375,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012572,1/18/2019,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,70,70,1020092,1009130030,4171,"(40.7436585396, -73.9768432301)"
11890,4,Free,40.759199,-73.919649,1006510.005,215883.5903,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011417,5/18/2017,4,Queens,QN70,Astoria,22,11103,401,155,155,4010407,4006560040,4054,"(40.7591990002, -73.9196490004)"
12192,1,Free,40.75469528,-73.96540561,993834.491,214234.4216,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012715,5/2/2018,1,Manhattan,MN19,Turtle Bay-East Midtown,4,10022,106,86,86,1040132,1013630000,4207,"(40.7546952803, -73.9654056104)"
9685,2,Limited Free,40.864437,-73.894553,1013416.306,254232.8971,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX05,Bedford Park-Fordham North,15,10458,207,39901,39901,0,2031550001,882,"(40.8644370002, -73.894553)"
10884,4,Limited Free,40.74589,-73.80342,1038720.3,211085.6012,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN99,park-cemetery-etc-Queens,20,11365,407,1211,1211,0,0,1351,"(40.7458900003, -73.8034199996)"
11587,5,Limited Free,40.625756,-74.114738,952399.9315,167277.0221,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0,9/9/9999,5,Staten Island,SI22,West New Brighton-New Brighton-St. George,49,10310,501,125,125,0,0,1141,"(40.6257559997, -74.1147380001)"
