CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location
LINK-008307,Manhattan,103,2,40.73030035,-73.98319263,Live,208 1 AVENUE,10009,mn-03-107898,08/30/2017 12:00:00 AM,06/10/2017 12:00:00 AM,East Village,1005980,1004400006,1003400,EAST 13 STREET,EAST 12 STREET,SE,,"(40.73030035, -73.98319263)"
LINK-000968,Manhattan,107,6,40.783191,-73.980253,Live,2202 BROADWAY,10024,mn-07-121232,05/12/2016 12:00:00 AM,04/19/2016 12:00:00 AM,Upper West Side,1079386,1011700012,1016700,WEST 79 STREET,WEST 78 STREET,NE,,"(40.783191, -73.980253)"
LINK-001507,Manhattan,107,7,40.795171,-73.971048,Live,230 WEST 97 STREET,10025,mn-07-120513,07/08/2016 12:00:00 AM,05/27/2016 12:00:00 AM,Upper West Side,1056064,1018680044,1018300,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.795171, -73.971048)"
LINK-013348,Manhattan,110,9,40.822924,-73.941723,Live,2730 FREDERICK DOUGLASS BOULEVARD,10039,mn-10-119893,10/19/2016 12:00:00 AM,10/03/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1088715,1020310003,1023200,WEST 145 STREET,WEST 146 STREET,NE,,"(40.822924, -73.941723)"
LINK-013622,Queens,404,21,40.74798095,-73.88002682,Live,86-10 ROOSEVELT AVENUE,11372,qu-04-125330,09/07/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Elmhurst,4037053,4015020006,4026901,86 STREET,ELBERSTON AVENUE,SE,,"(40.74798095, -73.88002682)"
LINK-012406,Manhattan,108,4,40.77449753,-73.96372269,Live,29 EAST 76 STREET,10021,mn-08-121038,04/10/2018 12:00:00 AM,01/27/2018 12:00:00 AM,Upper East Side-Carnegie Hill,1041796,1013910014,1013000,MADISON AVENUE,5 AVENUE,NW,,"(40.77449753, -73.96372269)"
LINK-001604,Manhattan,107,7,40.802944,-73.967379,Live,2800 BROADWAY,10025,mn-07-120401,07/20/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Morningside Heights,1056673,1018800001,1019500,WEST 108 STREET,WEST 109 STREET,NE,,"(40.802944, -73.967379)"
LINK-000040,Brooklyn,306,39,40.66853323,-73.98695629,Live,462 5 AVENUE,11215,bk-06-125910,04/03/2017 12:00:00 AM,02/23/2017 12:00:00 AM,Park Slope-Gowanus,3000000,3010160038,3013900,10 STREET,11 STREET,SW,,"(40.66853323, -73.98695629)"
LINK-000870,Manhattan,108,5,40.778272,-73.954541,Live,1518 3 AVENUE,10028,mn-08-121017,06/09/2016 12:00:00 AM,03/19/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1047938,1015140039,1014801,EAST 85 STREET,EAST 86 STREET,NW,,"(40.778272, -73.954541)"
LINK-010737,Manhattan,102,3,40.73288433,-74.00023841,Live,375 6 AVENUE,10014,mn-02-122264,05/16/2018 12:00:00 AM,03/10/2018 12:00:00 AM,West Village,1010249,1005920066,1007100,WAVERLY PLACE,WEST WASHINGTON PLACE,SW,,"(40.73288433, -74.00023841)"
LINK-000337,Manhattan,106,4,40.75535623,-73.97125096,Live,798 3 AVENUE,10022,mn-06-121822,03/08/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Turtle Bay-East Midtown,1036446,1013040033,1010000,EAST 49 STREET,EAST 50 STREET,NW,,"(40.75535623, -73.97125096)"
LINK-006033,Manhattan,109,7,40.827195,-73.946043,Live,1781 AMSTERDAM AVENUE,10031,mn-09-120573,08/10/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Hamilton Heights,1061484,1020630001,1023100,WEST 148 STREET,WEST 149 STREET,NE,,"(40.827195, -73.946043)"
LINK-013776,Manhattan,108,5,40.76174825,-73.96331113,Live,300 EAST 61 STREET,10065,mn-08-121767,02/16/2018 12:00:00 AM,11/11/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1044218,1014350049,1011000,2 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,SE,,"(40.76174825, -73.96331113)"
LINK-001481,Manhattan,107,6,40.789424,-73.975391,Live,2396 BROADWAY,10024,mn-07-133629,04/11/2018 12:00:00 AM,11/22/2017 12:00:00 AM,Upper West Side,1080398,1012350042,1017500,WEST 87 STREET,WEST 88 STREET,SE,,"(40.789424, -73.975391)"
LINK-003875,Manhattan,107,7,40.79782619,-73.96774773,Live,856 AMSTERDAM AVENUE,10025,mn-07-120535,10/10/2016 12:00:00 AM,08/01/2016 12:00:00 AM,Upper West Side,1056513,1018730036,1018700,WEST 102 STREET,WEST 101 STREET,SW,,"(40.79782619, -73.96774773)"
LINK-014625,Manhattan,106,4,40.74665132,-73.97468574,Live,681 2 AVENUE,10016,mn-06-121424,05/17/2018 12:00:00 AM,03/18/2018 12:00:00 AM,Murray Hill-Kips Bay,1020193,1009170034,1007800,EAST 37 STREET,EAST 36 STREET,SW,,"(40.74665132, -73.97468574)"
LINK-018161,Queens,402,26,40.74331229,-73.92240124,Live,45-01 42 STREET,11104,qu-02-145743,03/20/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4540182,4001690022,4018102,QUEENS BOULEVARD,47 AVENUE,SE,81570,"(40.74331229, -73.92240124)"
LINK-018133,Brooklyn,316,41,40.67828559,-73.91218476,Live,2122 FULTON STREET,11233,bk-16-145962,04/05/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Ocean Hill,3042170,3015510015,3030100,SOMERS STREET,ROCKAWAY AVENUE,MIDBLOCK,81539,"(40.67828559, -73.91218476)"
LINK-007149,Manhattan,105,3,40.76399635,-73.98471931,Live,888 8 AVENUE,10019,mn-05-122608,11/21/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Midtown-Midtown South,1024825,1010240001,1013100,WEST 53 STREET,WEST 52 STREET,SE,,"(40.76399635, -73.98471931)"
LINK-006197,Brooklyn,303,36,40.679143,-73.925474,Live,1805 FULTON STREET,11233,bk-03-127093,01/17/2017 12:00:00 AM,12/22/2016 12:00:00 AM,Crown Heights North,3047942,3016970001,3038100,PATCHEN AVENUE,SUMPTER STREET,NW,,"(40.679143, -73.925474)"
LINK-000267,Manhattan,106,2,40.7399752,-73.98203484,Live,200 EAST 25 STREET,10010,mn-06-103457,07/13/2016 12:00:00 AM,07/02/2016 12:00:00 AM,Murray Hill-Kips Bay,1019808,1009050056,1006600,3 AVENUE,2 AVENUE,SE,,"(40.7399752, -73.98203484)"
LINK-011417,Queens,401,22,40.759199,-73.919649,Live,38-04 BROADWAY,11103,qu-01-125081,05/18/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Astoria,4010407,4006560035,4015500,38 STREET,STEINWAY STREET,SE,,"(40.759199, -73.919649)"
LINK-021526,Brooklyn,307,38,40.656384,-74.002053,Live,875 4 AVENUE,11232,bk-07-145901,09/05/2017 12:00:00 AM,07/31/2017 12:00:00 AM,Sunset Park West,3010094,3006810001,3010100,32 STREET,33 STREET,SE,81835,"(40.656384, -74.002053)"
LINK-010297,Manhattan,104,3,40.74267426,-73.996549,Live,183 7 AVENUE,10011,mn-04-115165,05/11/2018 12:00:00 AM,03/18/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014761,1007960073,1008700,WEST 21 STREET,WEST 20 STREET,SE,,"(40.74267426, -73.996549)"
LINK-012796,Manhattan,105,3,40.7462509,-73.99050599,Live,819 6 AVENUE,10001,mn-05-136868,12/04/2017 12:00:00 AM,09/24/2017 12:00:00 AM,Midtown-Midtown South,1015118,1008040036,1009500,WEST 28 STREET,WEST 29 STREET,NW,,"(40.7462509, -73.99050599)"
LINK-008226,Manhattan,103,2,40.73177664,-73.98813515,Live,83 3 AVENUE,10003,mn-03-133516,12/02/2016 12:00:00 AM,11/05/2016 12:00:00 AM,East Village,1006826,1004670001,1004000,EAST 12 STREET,EAST 11 STREET,SE,,"(40.73177664, -73.98813515)"
LINK-000663,Manhattan,105,4,40.75027937,-73.9770118,Live,360 LEXINGTON AVENUE,10017,mn-05-121596,08/03/2017 12:00:00 AM,02/11/2017 12:00:00 AM,Murray Hill-Kips Bay,1036145,1012950017,1008000,EAST 40 STREET,EAST 41 STREET,NW,,"(40.75027937, -73.9770118)"
LINK-012130,Bronx,201,8,40.813367,-73.91962478,Live,426 WILLIS AVENUE,10454,bx-01-138788,04/13/2018 12:00:00 AM,12/12/2017 12:00:00 AM,Mott Haven-Port Morris,2098220,2022890003,2004300,EAST 145 STREET,EAST 144 STREET,SE,,"(40.813367, -73.91962478)"
LINK-000471,Manhattan,104,3,40.74503873,-73.99852935,Live,252 8 AVENUE,10011,mn-04-133655,06/20/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014140,1007720083,1009100,WEST 23 STREET,WEST 22 STREET,SE,,"(40.74503873, -73.99852935)"
LINK-000448,Manhattan,104,3,40.741123,-74.00137,Live,126 8 AVENUE,10011,mn-04-137007,05/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1076135,1007667502,1008100,WEST 16 STREET,WEST 17 STREET,NE,,"(40.741123, -74.00137)"
LINK-001059,Brooklyn,307,38,40.662588,-73.992259,Live,650 5 AVENUE,11215,bk-07-125904,02/06/2018 12:00:00 AM,08/10/2017 12:00:00 AM,Park Slope-Gowanus,3345653,3006340047,3014300,19 STREET,20 STREET,NW,,"(40.662588, -73.992259)"
LINK-000005,Brooklyn,301,34,40.70506042,-73.94291758,Live,101 GRAHAM AVENUE,11206,bk-01-109262,05/23/2017 12:00:00 AM,04/28/2017 12:00:00 AM,East Williamsburg,3325892,3030880015,3049100,MCKIBBIN STREET,SEIGEL STREET,SW,,"(40.70506042, -73.94291758)"
LINK-021163,Brooklyn,301,33,40.71765823,-73.96030116,Live,101 NORTH 5 STREET,11249,bk-01-146000,02/01/2018 12:00:00 AM,11/22/2017 12:00:00 AM,North Side-South Side,3062172,3023347501,3055500,BERRY STREET,WYTHE AVENUE,NW,81935,"(40.71765823, -73.96030116)"
LINK-012975,Queens,402,26,40.74218025,-73.91873252,Live,46-02 GREENPOINT AVENUE,11104,qu-02-124996,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001557,4001530013,4023500,46 STREET,47 STREET,SE,,"(40.74218025, -73.91873252)"
LINK-000223,Manhattan,103,2,40.733107,-73.987162,Live,123 3 AVENUE,10003,mn-03-123265,01/27/2016 12:00:00 AM,01/15/2016 12:00:00 AM,East Village,1088500,1004697505,1004000,EAST 14 STREET,EAST 13 STREET,SE,,"(40.733107, -73.987162)"
LINK-014406,Queens,403,21,40.74825267,-73.87871569,Live,87-15 ROOSEVELT AVENUE,11372,qu-03-111054,09/08/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Jackson Heights,4036272,4014750027,4027900,88 STREET,87 STREET,MIDBLOCK,,"(40.74825267, -73.87871569)"
LINK-020774,Brooklyn,301,34,40.707379,-73.943399,Live,145 MONTROSE AVENUE,11206,bk-01-145892,01/05/2018 12:00:00 AM,07/27/2017 12:00:00 AM,East Williamsburg,3071122,3030520026,3050500,MANHATTAN AVENUE,GRAHAM AVENUE,NW,81757,"(40.707379, -73.943399)"
LINK-011183,Manhattan,107,6,40.79179421,-73.96817662,Installed,715 COLUMBUS AVENUE,10025,mn-07-134709,,04/30/2018 12:00:00 AM,Upper West Side,1079519,1012080001,1018100,WEST 94 STREET,WEST 95 STREET,MIDBLOCK,,"(40.79179421, -73.96817662)"
LINK-013612,Queens,409,32,40.695248,-73.84311,Live,102-61 JAMAICA AVENUE,11418,qu-09-124793,07/07/2017 12:00:00 AM,05/20/2017 12:00:00 AM,Richmond Hill,4191664,4091870029,4002600,104 STREET,102 STREET,NW,,"(40.695248, -73.84311)"
LINK-019837,Manhattan,110,9,40.819549,-73.944183,Live,2620 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-146057,05/02/2018 12:00:00 AM,02/03/2018 12:00:00 AM,Central Harlem North-Polo Grounds,1060388,1020250061,1023000,WEST 140 STREET,WEST 139 STREET,SE,82006,"(40.819549, -73.944183)"
LINK-000206,Manhattan,104,3,40.73790583,-73.99792058,Live,125 WEST 14 STREET,10011,mn-04-122427,12/02/2016 12:00:00 AM,09/24/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1086581,1007907502,1008100,6 AVENUE,7 AVENUE,NE,,"(40.73790583, -73.99792058)"
LINK-011227,Manhattan,110,9,40.81782145,-73.94207451,Live,2376 ADAM CLAYTON POWELL JR. BOULEVARD,10030,mn-10-143395,02/28/2018 12:00:00 AM,08/13/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1060295,1020240035,1023000,WEST 139 STREET,WEST 138 STREET,SW,,"(40.81782145, -73.94207451)"
LINK-000781,Queens,412,24,40.701853,-73.806477,Live,148-07 JAMAICA AVENUE,11435,qu-12-141534,09/23/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Jamaica,4206810,4096780105,4024000,148 STREET,149 STREET,NE,,"(40.701853, -73.806477)"
LINK-018087,Brooklyn,314,40,40.6452617,-73.95814408,Live,1052 FLATBUSH AVENUE,11226,bk-14-145789,09/15/2017 12:00:00 AM,03/06/2017 12:00:00 AM,Flatbush,3117661,3051250070,3051001,DURYEA PLACE,BEVERLEY ROAD,NW,81498,"(40.6452617, -73.95814408)"
LINK-011626,Brooklyn,317,45,40.65159,-73.932187,Live,4802 CHURCH AVENUE,11203,bk-17-126271,07/24/2018 12:00:00 AM,11/17/2017 12:00:00 AM,East Flatbush-Farragut,3102784,3046960001,3086000,EAST 48 STREET,EAST 49 STREET,SE,,"(40.65159, -73.932187)"
LINK-003479,Manhattan,107,7,40.79467259,-73.97005104,Live,748 AMSTERDAM AVENUE,10025,mn-07-134602,03/20/2018 12:00:00 AM,09/25/2017 12:00:00 AM,Upper West Side,1056062,1018680029,1018300,WEST 97 STREET,WEST 96 STREET,SW,,"(40.79467259, -73.97005104)"
LINK-000254,Manhattan,106,2,40.735839,-73.985171,Live,205 3 AVENUE,10003,mn-06-133890,02/28/2016 12:00:00 AM,01/29/2016 12:00:00 AM,Gramercy,1019580,1008990001,1004800,EAST 18 STREET,EAST 19 STREET,NE,,"(40.735839, -73.985171)"
LINK-004820,Manhattan,109,7,40.811845,-73.957517,Installed,1290 AMSTERDAM AVENUE,10027,mn-09-118158,,05/01/2018 12:00:00 AM,Morningside Heights,1084108,1019780001,1021100,WEST 123 STREET,WEST 125 STREET,W,,"(40.811845, -73.957517)"
LINK-000981,Manhattan,107,6,40.78513453,-73.97924562,Live,2255 BROADWAY,10024,mn-07-121300,11/02/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Upper West Side,1032673,1012280057,1016700,WEST 81 STREET,WEST 80 STREET,SW,,"(40.78513453, -73.97924562)"
LINK-007083,Manhattan,105,3,40.75766558,-73.98587842,Live,1515 BROADWAY,10036,mn-05-133354,03/05/2018 12:00:00 AM,12/18/2016 12:00:00 AM,Midtown-Midtown South,1024714,1010160036,1011900,WEST 45 STREET,WEST 44 STREET,NW,,"(40.75766558, -73.98587842)"
LINK-009082,Manhattan,105,2,40.74688075,-73.9810645,Live,100 EAST 34 STREET,10016,mn-05-121576,12/04/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Murray Hill-Kips Bay,1087537,1008897501,1007200,PARK AVENUE,LEXINGTON AVENUE,SE,,"(40.74688075, -73.9810645)"
LINK-005932,Manhattan,111,8,40.80383418,-73.93635101,Live,186 EAST 125 STREET,10035,mn-11-144674,11/02/2016 12:00:00 AM,10/15/2016 12:00:00 AM,East Harlem North,1087605,1017730020,1019600,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.80383418, -73.93635101)"
LINK-018100,Brooklyn,303,35,40.681853,-73.958535,Live,549 CLASSON AVENUE,11238,bk-03-145748,04/20/2017 12:00:00 AM,02/27/2017 12:00:00 AM,Clinton Hill,3057307,3019940058,3022700,FULTON STREET,PUTNAM AVENUE,NE,81510,"(40.681853, -73.958535)"
LINK-011133,Manhattan,104,3,40.74068566,-73.99799948,Live,123 7 AVENUE,10011,mn-04-134727,01/08/2018 12:00:00 AM,10/15/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014648,1007930001,1008100,WEST 18 STREET,WEST 17 STREET,MIDBLOCK,,"(40.74068566, -73.99799948)"
LINK-014052,Brooklyn,308,35,40.67064687,-73.95035244,Live,777 NOSTRAND AVENUE,11216,bk-08-126832,02/23/2017 12:00:00 AM,02/03/2017 12:00:00 AM,Crown Heights North,3032653,3012620004,3031702,LINCOLN PLACE,EASTERN PARKWAY,SE,,"(40.67064687, -73.95035244)"
LINK-018410,Staten Island,502,50,40.589032,-74.101684,Live,1678 RICHMOND ROAD,10304,si-02-145826,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,Old Town-Dongan Hills-South Beach,5050604,5035310009,5011401,DONGAN HILLS AVENUE,BUEL AVENUE,SE,81708,"(40.589032, -74.101684)"
LINK-001558,Manhattan,107,7,40.7996299,-73.96796962,Live,234 WEST 104 STREET,10025,mn-07-120392,11/02/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Upper West Side,1056574,1018750046,1019100,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.7996299, -73.96796962)"
LINK-000900,Manhattan,111,8,40.7912824,-73.94421805,Live,210 EAST 106 STREET,10029,mn-11-132877,03/22/2016 12:00:00 AM,03/02/2016 12:00:00 AM,East Harlem South,1052429,1016550045,1017000,3 AVENUE,2 AVENUE,SE,,"(40.7912824, -73.94421805)"
LINK-000945,Manhattan,107,6,40.77860683,-73.98217819,Live,2077 BROADWAY,10023,mn-07-108166,05/24/2016 12:00:00 AM,05/05/2016 12:00:00 AM,Lincoln Square,1081034,1011637503,1015900,WEST 72 STREET,WEST 71 STREET,SW,,"(40.77860683, -73.98217819)"
LINK-002078,Manhattan,112,7,40.835546,-73.944011,Live,3823 BROADWAY,10032,mn-12-111616,05/21/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Washington Heights South,1063349,1021370001,1024500,WEST 159 STREET,WEST 160 STREET,NW,,"(40.835546, -73.944011)"
LINK-014444,Manhattan,110,9,40.81569589,-73.94700174,Live,2504 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119882,10/25/2016 12:00:00 AM,10/03/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1058819,1019390061,1022600,WEST 134 STREET,WEST 133 STREET,SE,,"(40.81569589, -73.94700174)"
LINK-000905,Manhattan,111,8,40.79491138,-73.94239654,Live,2022 3 AVENUE,10029,mn-11-107915,07/20/2016 12:00:00 AM,07/02/2016 12:00:00 AM,East Harlem South,1052207,1016390034,1017200,EAST 111 STREET,EAST 112 STREET,NW,,"(40.79491138, -73.94239654)"
LINK-001011,Brooklyn,302,33,40.69607044,-73.99126379,Live,280 CADMAN PLAZA WEST,11201,bk-02-126247,03/03/2017 12:00:00 AM,02/13/2017 12:00:00 AM,Brooklyn Heights-Cobble Hill,3001939,3002390016,3000502,CLINTON STREET,PIERREPONT STREET,SW,,"(40.69607044, -73.99126379)"
LINK-000486,Manhattan,104,3,40.76693979,-73.98315529,Live,301 WEST 57 STREET,10019,mn-04-133373,07/21/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Clinton,1076205,1010487503,1013900,8 AVENUE,9 AVENUE,NW,,"(40.76693979, -73.98315529)"
LINK-012770,Manhattan,108,5,40.76566545,-73.95740873,Live,1284 1 AVENUE,10065,mn-08-135088,05/11/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1045578,1014630045,1011600,EAST 69 STREET,EAST 68 STREET,SE,,"(40.76566545, -73.95740873)"
LINK-000363,Manhattan,106,4,40.76045676,-73.9675385,Live,954 3 AVENUE,10022,mn-06-138438,03/18/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Turtle Bay-East Midtown,1036912,1013120033,1011203,EAST 57 STREET,EAST 58 STREET,NW,,"(40.76045676, -73.9675385)"
LINK-012540,Manhattan,109,7,40.82792507,-73.94577543,Live,1800 AMSTERDAM AVENUE,10031,mn-09-135244,01/12/2018 12:00:00 AM,10/19/2017 12:00:00 AM,Hamilton Heights,1062098,1020810029,1023300,WEST 150 STREET,WEST 149 STREET,NW,,"(40.82792507, -73.94577543)"
LINK-013203,Queens,401,22,40.76638612,-73.92045929,Live,32-04 30 AVENUE,11102,qu-01-125132,07/10/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Astoria,4008549,4006160034,4006300,32 STREET,33 STREET,SE,,"(40.76638612, -73.92045929)"
LINK-000913,Manhattan,111,8,40.8026609,-73.93673443,Live,2266 3 AVENUE,10035,mn-11-142952,03/30/2016 12:00:00 AM,03/02/2016 12:00:00 AM,East Harlem North,1054456,1017720134,1019600,EAST 123 STREET,EAST 124 STREET,NW,,"(40.8026609, -73.93673443)"
LINK-011094,Manhattan,108,5,40.76695173,-73.95646462,Live,1320 1 AVENUE,10021,mn-08-135082,03/06/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1045808,1014650001,1012400,EAST 71 STREET,EAST 70 STREET,SE,,"(40.76695173, -73.95646462)"
LINK-018409,Staten Island,502,50,40.58738523,-74.10370822,Live,1755 RICHMOND ROAD,10304,si-02-145825,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5022931,5008870028,5018100,SEAVER AVENUE,DONGAN HILLS AVENUE,NW,81707,"(40.58738523, -74.10370822)"
LINK-011667,Bronx,207,14,40.862685,-73.907548,Live,2338 LORING PLACE NORTH,10468,bx-07-144372,05/11/2017 12:00:00 AM,04/07/2017 12:00:00 AM,Kingsbridge Heights,2014947,2032250108,2025500,WEST FORDHAM ROAD,WEST 183 STREET,SE,,"(40.862685, -73.907548)"
LINK-018040,Queens,406,29,40.726495,-73.853138,Live,100-26 QUEENS BOULEVARD,11375,qu-06-145846,08/16/2017 12:00:00 AM,05/20/2017 12:00:00 AM,Forest Hills,4075137,4031700031,4071306,67 ROAD,67 AVENUE,SW,81460,"(40.726495, -73.853138)"
LINK-012691,Manhattan,104,3,40.7658753,-73.99105738,Live,769 10 AVENUE,10019,mn-04-134867,02/23/2018 12:00:00 AM,09/23/2017 12:00:00 AM,Clinton,1088274,1010800028,1013500,WEST 52 STREET,WEST 51 STREET,SW,,"(40.7658753, -73.99105738)"
LINK-018037,Queens,404,25,40.7333421,-73.87083775,Live,90-20 QUEENS BOULEVARD,11373,qu-04-145788,04/10/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Elmhurst,4457337,4028570074,4047500,WOODHAVEN BOULEVARD,57 AVENUE,SW,81457,"(40.7333421, -73.87083775)"
LINK-002533,Brooklyn,302,35,40.68696059,-73.97637079,Live,56 LAFAYETTE AVENUE,11217,bk-02-126807,01/09/2017 12:00:00 AM,11/11/2016 12:00:00 AM,Fort Greene,3059247,3021130022,3003500,FORT GREENE PLACE,ST FELIX STREET,SE,,"(40.68696059, -73.97637079)"
LINK-011428,Queens,403,21,40.75744562,-73.86643426,Live,102-02 NORTHERN BOULEVARD,11368,qu-03-125402,06/29/2018 12:00:00 AM,04/28/2018 12:00:00 AM,North Corona,4042582,4017170001,4037900,102 STREET,103 STREET,SE,,"(40.75744562, -73.86643426)"
LINK-010618,Manhattan,104,3,40.75123392,-74.0051459,Live,260 11 AVENUE,10001,mn-04-143655,10/06/2017 12:00:00 AM,06/10/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1012389,1006980001,1009900,WEST 27 STREET,WEST 26 STREET,SE,,"(40.75123392, -74.0051459)"
LINK-012822,Queens,403,21,40.74908967,-73.87181741,Live,37-65 95 STREET,11372,qu-03-139617,02/21/2018 12:00:00 AM,10/19/2017 12:00:00 AM,Jackson Heights,4036632,4014830058,4027300,ROOSEVELT AVENUE,37 AVENUE,NE,,"(40.74908967, -73.87181741)"
LINK-001490,Manhattan,107,6,40.790818,-73.97481,Live,2431 BROADWAY,10024,mn-07-121295,06/27/2016 12:00:00 AM,05/27/2016 12:00:00 AM,Upper West Side,1033386,1012377502,1017500,WEST 90 STREET,WEST 89 STREET,SW,,"(40.790818, -73.97481)"
LINK-012611,Queens,404,25,40.74715289,-73.88792592,Live,77-14 ROOSEVELT AVENUE,11372,qu-04-136653,08/25/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst,4036780,4014880006,4026700,78 STREET,77 STREET,SW,,"(40.74715289, -73.88792592)"
LINK-008837,Manhattan,105,4,40.744742,-73.985367,Live,15 EAST 29 STREET,10016,mn-05-121634,11/21/2016 12:00:00 AM,10/29/2016 12:00:00 AM,Midtown-Midtown South,1016928,1008590015,1007400,MADISON AVENUE,5 AVENUE,NW,,"(40.744742, -73.985367)"
LINK-020598,Bronx,203,17,40.82251879,-73.91069013,Live,871 BROOK AVENUE,10451,bx-03-146043,04/24/2018 12:00:00 AM,01/14/2018 12:00:00 AM,Morrisania-Melrose,2001203,2023650029,2014100,3 AVENUE,EAST 161 STREET,NW,82117,"(40.82251879, -73.91069013)"
LINK-010317,Bronx,205,14,40.853764,-73.907899,Live,8 WEST BURNSIDE AVENUE,10453,bx-05-111414,01/17/2017 12:00:00 AM,12/06/2016 12:00:00 AM,University Heights-Morris Heights,2008401,2028630032,2024300,JEROME AVENUE,DAVIDSON AVENUE,MIDBLOCK,,"(40.853764, -73.907899)"
LINK-010722,Manhattan,102,3,40.72780341,-74.00523226,Live,56 KING STREET,10014,mn-02-123590,02/13/2019 12:00:00 AM,07/31/2018 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1008117,1005190070,1003700,VARICK STREET,6 AVENUE,SE,,"(40.72780341, -74.00523226)"
LINK-010634,Manhattan,107,6,40.7887051,-73.97641054,Live,2373 BROADWAY,10024,mn-07-134318,11/15/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Upper West Side,1076251,1012347501,1017500,WEST 86 STREET,WEST 87 STREET,NW,,"(40.7887051, -73.97641054)"
LINK-011622,Brooklyn,308,35,40.68213254,-73.97393282,Live,27 6 AVENUE,11217,bk-08-127080,02/14/2018 12:00:00 AM,12/08/2017 12:00:00 AM,Prospect Heights,3027605,3011280004,3016100,PACIFIC STREET,DEAN STREET,NE,,"(40.68213254, -73.97393282)"
LINK-010754,Manhattan,106,4,40.75617415,-73.96782908,Live,252 EAST 52 STREET,10022,mn-06-121789,02/04/2019 12:00:00 AM,02/03/2018 12:00:00 AM,Turtle Bay-East Midtown,1038476,1013250031,1009800,2 AVENUE,3 AVENUE,SW,,"(40.75617415, -73.96782908)"
LINK-000173,Manhattan,105,4,40.7625933,-73.9830769,Live,206 WEST 52 STREET,10019,mn-05-133505,10/28/2016 12:00:00 AM,10/01/2016 12:00:00 AM,Midtown-Midtown South,1024818,1010230029,1013100,BROADWAY,7 AVENUE,SW,,"(40.7625933, -73.9830769)"
LINK-018200,Queens,402,26,40.74608863,-73.94524605,Live,23-03 JACKSON AVENUE,11101,qu-02-145792,03/29/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4000690,4000800004,4001900,DAVIS STREET,PEARSON STREET,NE,81600,"(40.74608863, -73.94524605)"
